caseid,midprice
718,3.207480455
719,3.20397157
720,3.199435501
721,3.196762243
722,3.193187751
723,3.188463567
724,3.190181969
725,3.188239077
726,3.188521292
727,3.18515363
728,3.184291058
729,3.184731509
730,3.179306647
731,3.17358714
732,3.168121276
733,3.170513319
734,3.169810703
735,3.177528238
736,3.178261698
737,3.174255805
738,3.173775007
739,3.177444444
740,3.185573158
741,3.186950896
742,3.190761185
743,3.195053919
744,3.19504386
745,3.188004752
746,3.185624988
747,3.184138064
748,3.180946167
749,3.182713658
750,3.183321593
751,3.178592334
752,3.176480955
753,3.175064637
754,3.17414548
755,3.175738716
756,3.176217116
757,3.176481885
758,3.172459865
759,3.167460262
760,3.167501131
761,3.163432584
762,3.15988678
763,3.159652447
764,3.163114271
765,3.165437584
766,3.165719612
767,3.163326801
768,3.160543145
769,3.157582995
770,3.151338818
771,3.151437354
772,3.147678002
773,3.14968133
774,3.142107401
775,3.1363109
776,3.138401938
777,3.141352854
778,3.142571725
779,3.136394338
780,3.131542217
781,3.128871207
782,3.137652986
783,3.158442812
784,3.155452971
785,3.163446451
786,3.167906954
787,3.170573319
788,3.169103554
789,3.165480439
790,3.16452944
791,3.163621969
792,3.162752483
793,3.173784546
794,3.17024572
795,3.175817778
796,3.177613269
797,3.188291184
798,3.189591234
799,3.184589349
800,3.18574613
801,3.182645735
802,3.18659843
803,3.188790207
804,3.188492778
805,3.190323564
806,3.185461715
807,3.183790615
808,3.182438464
809,3.17934479
810,3.179674105
811,3.178723743
812,3.180655255
813,3.17870182
814,3.156283594
815,3.145729106
816,3.139621296
817,3.14278342
818,3.137209205
819,3.149736678
820,3.141679594
821,3.141782056
822,3.13663098
823,3.141361191
824,3.146002326
825,3.142341705
826,3.138226537
827,3.136673339
828,3.137477444
829,3.143636123
830,3.128144921
831,3.135876111
832,3.142715594
833,3.141400494
834,3.143489905
835,3.146727666
836,3.143338844
837,3.141693027
838,3.137644602
839,3.145060395
840,3.152622026
841,3.148502648
842,3.143250222
843,3.142264108
844,3.137583875
845,3.139683754
846,3.136738603
847,3.135547469
848,3.141653202
849,3.135336808
850,3.135960996
851,3.131254068
852,3.131282291
853,3.13264574
854,3.12885174
855,3.132398456
856,3.13279745
857,3.131010938
858,3.124040885
859,3.126530577
860,3.131741715
861,3.130530073
862,3.132465515
863,3.130548575
864,3.129083839
865,3.130550871
866,3.13727131
867,3.136506514
868,3.135145131
869,3.131898624
870,3.131281088
871,3.128589173
872,3.128922687
873,3.129573048
874,3.127030288
875,3.124414104
876,3.126221424
877,3.123458597
878,3.124541312
879,3.126156677
880,3.128571029
881,3.134623185
882,3.135202612
883,3.129263331
884,3.130269087
885,3.128574448
886,3.128588995
887,3.126661531
888,3.125505134
889,3.125535879
890,3.125193046
891,3.126070221
892,3.125056026
893,3.120464782
894,3.120267902
895,3.118552654
896,3.118565764
897,3.117839768
898,3.122586291
899,3.122351564
900,3.120444751
901,3.117494132
902,3.113640519
903,3.116386168
904,3.112314018
905,3.114605177
906,3.106971746
907,3.10754996
908,3.110503395
909,3.109431367
910,3.106496509
911,3.082187982
912,3.078485002
913,3.088644863
914,3.093651088
915,3.103696291
916,3.100487043
917,3.09979985
918,3.098802679
919,3.09643654
920,3.094483401
921,3.096810291
922,3.102037527
923,3.096432774
924,3.093115022
925,3.090530696
926,3.086360775
927,3.081202931
928,3.080492163
929,3.079633949
930,3.083361586
931,3.083446375
932,3.089639281
933,3.093587302
934,3.103300603
935,3.118419821
936,3.11244086
937,3.119520211
938,3.113588208
939,3.124137139
940,3.125651134
941,3.123219048
942,3.120491352
943,3.124841133
944,3.121828776
945,3.131623548
946,3.130192544
947,3.124613659
948,3.123625939
949,3.126219198
950,3.119516245
951,3.118631435
952,3.115904269
953,3.113498932
954,3.117543176
955,3.116976563
956,3.108791225
957,3.11075844
958,3.110648462
959,3.110638551
960,3.111732084
961,3.114325952
962,3.117777008
963,3.124732661
964,3.12645628
965,3.124700325
966,3.121547204
967,3.132753054
968,3.133515148
969,3.138692716
970,3.148317771
971,3.146337024
972,3.144518666
973,3.151577814
974,3.154321343
975,3.156960605
976,3.170971471
977,3.172719048
978,3.173007459
979,3.171157501
980,3.174989003
981,3.173834863
982,3.1779926
983,3.180726862
984,3.187924036
985,3.188754655
986,3.192626079
987,3.192083476
988,3.186665736
989,3.186727056
990,3.18795177
991,3.18430673
992,3.188165642
993,3.188373077
994,3.19601935
995,3.191749659
996,3.189733048
997,3.188673674
998,3.190495025
999,3.197623564
1000,3.192809927
