caseid,midprice
677,3.188612
678,3.192612
679,3.195556
680,3.1965
681,3.195528
682,3.193416
683,3.190444
684,3.189444
685,3.18643
686,3.18393
687,3.18436
688,3.177444
689,3.1755
690,3.175528
691,3.1755
692,3.1765
693,3.174304
694,3.165444
695,3.164528
696,3.165388
697,3.16136
698,3.156542
699,3.15964
700,3.167556
701,3.169612
702,3.171416
703,3.166472
704,3.1645
705,3.16336
706,3.161098
707,3.165986
708,3.1665
709,3.164514
710,3.164388
711,3.158444
712,3.155472
713,3.155584
714,3.158528
715,3.160612
716,3.1635
717,3.165788
718,3.208416
719,3.203444
720,3.1995
721,3.196444
722,3.192958
723,3.188584
724,3.1905
725,3.188556
726,3.188416
727,3.1845
728,3.184528
729,3.184304
730,3.179332
731,3.173276
732,3.168556
733,3.169528
734,3.169696
735,3.177472
736,3.178332
737,3.1735
738,3.173584
739,3.177528
740,3.185612
741,3.18764
742,3.190528
743,3.194986
744,3.195332
745,3.187444
746,3.185444
747,3.184444
748,3.180584
749,3.1825
750,3.183416
751,3.178472
752,3.1765
753,3.174528
754,3.174528
755,3.176444
756,3.1765
757,3.17636
758,3.17236
759,3.167528
760,3.167416
761,3.163416
762,3.1595
763,3.159528
764,3.163098
765,3.1655
766,3.165444
767,3.163416
768,3.160444
769,3.15736
770,3.151528
771,3.151416
772,3.147584
773,3.149416
774,3.14236
775,3.136584
776,3.138528
777,3.1415
778,3.142444
779,3.13636
780,3.131388
781,3.128626
782,3.137962
783,3.158444
784,3.155724
785,3.16364
786,3.168528
787,3.1705
788,3.169388
789,3.165472
790,3.1645
791,3.1635
792,3.162836
793,3.173416
794,3.17064
795,3.175598
796,3.177724
797,3.1885
798,3.189416
799,3.184528
800,3.185388
801,3.182584
802,3.186584
803,3.1885
804,3.188584
805,3.19036
806,3.185444
807,3.183472
808,3.182416
809,3.179472
810,3.1795
811,3.178556
812,3.180444
813,3.177814
814,3.156192
815,3.146304
816,3.139528
817,3.14236
818,3.137808
819,3.14936
820,3.1415
821,3.14136
822,3.13664
823,3.141598
824,3.146402
825,3.142388
826,3.138472
827,3.136528
828,3.137612
829,3.143164
830,3.128154
831,3.135738
832,3.142528
833,3.141486
834,3.143612
835,3.1465
836,3.143444
837,3.141402
838,3.13764
839,3.145724
840,3.152374
841,3.14836
842,3.143444
843,3.142332
844,3.137584
845,3.139416
846,3.136528
847,3.135528
848,3.141388
849,3.135486
850,3.135818
851,3.131444
852,3.131542
853,3.132388
854,3.128668
855,3.132444
856,3.13243
857,3.13079
858,3.12407
859,3.126668
860,3.131444
861,3.130556
862,3.132416
863,3.130472
864,3.128556
865,3.130752
866,3.137472
867,3.136444
868,3.134902
869,3.1315
870,3.13093
871,3.128472
872,3.128986
873,3.129416
874,3.127416
875,3.124556
876,3.126528
877,3.123444
878,3.124556
879,3.125986
880,3.128584
881,3.1345
882,3.135332
883,3.129472
884,3.130416
885,3.128528
886,3.128444
887,3.126472
888,3.125472
889,3.125472
890,3.125528
891,3.126444
892,3.12536
893,3.120528
894,3.120388
895,3.1185
896,3.118444
897,3.118098
898,3.1225
899,3.122472
900,3.120388
901,3.117416
902,3.113444
903,3.116416
904,3.112556
905,3.114276
906,3.107014
907,3.107584
908,3.110472
909,3.109416
910,3.105856
911,3.081818
912,3.078752
913,3.08864
914,3.093836
915,3.103444
916,3.100416
917,3.099556
918,3.0985
919,3.096472
920,3.094598
921,3.096612
922,3.10229
923,3.096472
924,3.093444
925,3.09036
926,3.08636
927,3.0815
928,3.0805
929,3.079612
930,3.0835
931,3.083556
932,3.089612
933,3.093696
934,3.103864
935,3.118346
936,3.11264
937,3.119304
938,3.113668
939,3.124556
940,3.1255
941,3.123388
942,3.120528
943,3.124416
944,3.12178
945,3.131472
946,3.129818
947,3.1245
948,3.123612
949,3.126304
950,3.119416
951,3.118444
952,3.115472
953,3.113612
954,3.117472
955,3.116762
956,3.108556
957,3.1105
958,3.1105
959,3.110528
960,3.111556
961,3.114444
962,3.117696
963,3.124528
964,3.126444
965,3.124416
966,3.12135
967,3.132528
968,3.133668
969,3.138752
970,3.148444
971,3.146472
972,3.144668
973,3.151556
974,3.154542
975,3.156724
976,3.170612
977,3.1725
978,3.173416
979,3.171584
980,3.1755
981,3.17357
982,3.177598
983,3.180696
984,3.188042
985,3.188584
986,3.192472
987,3.19236
988,3.186472
989,3.186528
990,3.187388
991,3.184584
992,3.188472
993,3.188668
994,3.1955
995,3.191444
996,3.1895
997,3.188528
998,3.190724
999,3.197332
1000,3.1931
