caseid,midprice
340,3.260328811
341,3.265939307
342,3.269299317
343,3.26383278
344,3.260882636
345,3.262521189
346,3.256902512
347,3.252265536
348,3.252463905
349,3.257082891
350,3.255270319
351,3.257341321
352,3.265052405
353,3.263583573
354,3.263035635
355,3.268567182
356,3.268294286
357,3.265339744
358,3.261779106
359,3.261474608
360,3.260354232
361,3.25603133
362,3.253879756
363,3.256237259
364,3.25337229
365,3.247065739
366,3.242680261
367,3.234515395
368,3.235041767
369,3.229316579
370,3.233602081
371,3.234773392
372,3.234138467
373,3.237170137
374,3.222737556
375,3.229880525
376,3.221493302
377,3.208272785
378,3.210858441
379,3.208125974
380,3.214835049
381,3.214797412
382,3.214218457
383,3.213349084
384,3.206589782
385,3.207300125
386,3.206464932
387,3.201383019
388,3.195780676
389,3.195230755
390,3.196464159
391,3.200024082
392,3.202835445
393,3.20243534
394,3.205020463
395,3.213110427
396,3.215871506
397,3.21352285
398,3.211654821
399,3.210932514
400,3.209726683
401,3.213542388
402,3.208241997
403,3.207584631
404,3.204535979
405,3.20452947
406,3.200996984
407,3.200512425
408,3.203149877
409,3.204686772
410,3.198916686
411,3.198653605
412,3.194455477
413,3.192907962
414,3.191317671
415,3.18404867
416,3.178826202
417,3.172370886
418,3.179674011
419,3.17170316
420,3.169129369
421,3.159004583
422,3.156650378
423,3.155029139
424,3.160353617
425,3.160777545
426,3.165862327
427,3.174827487
428,3.175615111
429,3.18680888
430,3.178909176
431,3.190143738
432,3.200583512
433,3.192943935
434,3.191427162
435,3.187841122
436,3.194929849
437,3.192917215
438,3.191556939
439,3.191005205
440,3.187692119
441,3.186137801
442,3.186272866
443,3.184890625
444,3.184085594
445,3.181364878
446,3.192829879
447,3.195147488
448,3.192185301
449,3.194003611
450,3.190784481
451,3.188029391
452,3.184046109
453,3.181003278
454,3.18195186
455,3.178914843
456,3.178419987
457,3.17868913
458,3.17677124
459,3.167250039
460,3.163909042
461,3.166722284
462,3.164017388
463,3.161872682
464,3.174236174
465,3.174868828
466,3.177907226
467,3.173818436
468,3.174586361
469,3.174916958
470,3.182786684
471,3.187413058
472,3.194630488
473,3.201094385
474,3.204354769
475,3.206300925
476,3.20981621
477,3.214585546
478,3.218005009
479,3.218788579
480,3.225601325
481,3.225661007
482,3.221892845
483,3.220683741
484,3.220426211
485,3.220804345
486,3.224862992
487,3.234696933
488,3.235318095
489,3.230789811
490,3.228709663
491,3.228657284
492,3.227871373
493,3.228955412
494,3.233932833
495,3.230715269
496,3.224923295
497,3.223767879
498,3.223463314
499,3.227426134
500,3.230608091
501,3.232680519
502,3.236757901
503,3.235725335
504,3.229768262
505,3.22569815
506,3.226842432
507,3.22848938
508,3.231763403
509,3.235251894
510,3.234735951
511,3.234422372
512,3.245261971
513,3.246200099
514,3.240588571
515,3.235887378
516,3.237057055
517,3.236747495
518,3.234637646
519,3.238237191
520,3.243779908
521,3.239762421
522,3.236881281
523,3.234747269
524,3.234114702
525,3.231798192
526,3.225653529
527,3.222126027
528,3.231659177
529,3.23377724
530,3.219982041
531,3.218802527
532,3.218935202
533,3.218995114
534,3.225822786
535,3.227856146
536,3.231290428
537,3.235298487
538,3.238194478
539,3.236387229
540,3.238796823
541,3.234330715
542,3.232826208
543,3.228800797
544,3.228672333
545,3.227762991
546,3.22501346
547,3.22692536
548,3.225074822
549,3.226232772
550,3.221336468
551,3.218811337
552,3.21854189
553,3.221769836
554,3.222730382
555,3.220829604
556,3.220801027
557,3.224738719
558,3.224107868
559,3.221734347
560,3.216740171
561,3.219608717
562,3.218948046
563,3.219662518
564,3.218028774
565,3.214353638
566,3.212603873
567,3.214187005
568,3.209314303
569,3.204553771
570,3.20198514
571,3.20358448
572,3.205320563
573,3.20646328
574,3.208664617
575,3.206845756
576,3.20683269
577,3.209078077
578,3.209952067
579,3.211829648
580,3.210389847
581,3.207352964
582,3.204350721
583,3.20614887
584,3.20833041
585,3.214146606
586,3.214667615
587,3.210117142
588,3.209818514
589,3.207847271
590,3.210542754
591,3.213807972
592,3.209082058
593,3.208407088
594,3.206865989
595,3.207788774
596,3.207711147
597,3.203643386
598,3.203810841
599,3.205341034
600,3.203230502
601,3.200722468
602,3.199303987
603,3.196663998
604,3.196608576
605,3.192428699
606,3.191484455
607,3.19375433
608,3.197581891
609,3.194534456
610,3.192976848
611,3.190506184
612,3.188961188
613,3.190721695
614,3.189978135
615,3.187708519
616,3.187294775
617,3.187547893
618,3.188057569
619,3.185785911
620,3.185446585
621,3.201710541
622,3.202530253
623,3.202886174
624,3.1976903
625,3.194591416
626,3.196135275
627,3.196106713
628,3.196648961
629,3.196812427
630,3.197287512
631,3.210262361
632,3.220862277
633,3.222168628
634,3.223198485
635,3.224827394
636,3.222327609
637,3.223443109
638,3.223897499
639,3.216957045
640,3.215525089
641,3.215042633
642,3.213412486
643,3.210641125
644,3.212007338
645,3.207538105
646,3.203753519
647,3.204752945
648,3.201493922
649,3.19657321
650,3.198677639
651,3.199608221
652,3.197728963
653,3.199182663
654,3.203814925
655,3.20027453
656,3.194563454
657,3.192498152
658,3.191343071
659,3.19156019
660,3.188978934
661,3.195558712
662,3.194710792
663,3.196430492
664,3.197507923
665,3.195449114
666,3.189611745
667,3.188855441
668,3.184816306
669,3.185920532
670,3.187900006
671,3.188376993
672,3.187306207
673,3.190318256
674,3.186686913
675,3.186132982
676,3.18884295
677,3.188243649
678,3.192924497
679,3.195652439
680,3.197159525
681,3.195025263
682,3.193419919
683,3.19063615
684,3.189077891
685,3.186278514
686,3.184012882
687,3.183930532
688,3.177895841
689,3.175338026
690,3.175631674
691,3.17534533
692,3.176026153
693,3.17414237
694,3.165992826
695,3.164317163
696,3.165646594
697,3.161970152
698,3.156771246
699,3.159130808
700,3.167653307
701,3.169832257
702,3.171641317
703,3.167084106
704,3.164703816
705,3.16382326
706,3.161684019
707,3.165700961
708,3.16637922
709,3.164553737
710,3.164305179
711,3.158072855
712,3.155916235
713,3.155184114
714,3.158914096
715,3.160084217
716,3.163849338
717,3.164745455
718,3.207652331
719,3.203942765
720,3.199664516
721,3.196737277
722,3.193296169
723,3.188886211
724,3.190171363
725,3.188121663
726,3.188703477
727,3.185179198
728,3.184379079
729,3.184961194
730,3.179309012
731,3.173647316
732,3.167824866
733,3.17059842
734,3.170039895
735,3.177715017
736,3.178151055
737,3.174489295
738,3.173928699
739,3.177713864
740,3.185671727
741,3.186826645
742,3.190928663
743,3.195054111
744,3.194835718
745,3.188028348
746,3.185810362
747,3.183997195
748,3.181119636
749,3.182899702
750,3.183432824
751,3.178831499
752,3.176526919
753,3.175131547
754,3.174118241
755,3.175684421
756,3.176555013
757,3.176619576
758,3.172640157
759,3.167530119
760,3.167685733
761,3.163624185
762,3.160419841
763,3.159777761
764,3.16352845
765,3.165549579
766,3.165784834
767,3.163102626
768,3.160578709
769,3.157767185
770,3.151288224
771,3.151571601
772,3.147985816
773,3.149985663
774,3.141859884
775,3.13618733
776,3.138367899
777,3.141250688
778,3.142686254
779,3.136281407
780,3.131488388
781,3.129124163
782,3.137760081
783,3.158650747
784,3.155530922
785,3.163738461
786,3.167888847
787,3.170886685
788,3.169129904
789,3.165571508
790,3.164533473
791,3.163715444
792,3.163183651
793,3.173969779
794,3.170326399
795,3.176239406
796,3.177712558
797,3.188272987
798,3.189679338
799,3.184832532
800,3.185966576
801,3.18282981
802,3.186896008
803,3.189026863
804,3.1886941
805,3.190338229
806,3.185484793
807,3.183868703
808,3.182581713
809,3.179497567
810,3.179720002
811,3.17880635
812,3.180804617
813,3.178811653
814,3.156637074
815,3.145976611
816,3.139829646
817,3.142878534
818,3.137637094
819,3.1497251
820,3.141705347
821,3.142042743
822,3.136811416
823,3.141488368
824,3.146057259
825,3.142251719
826,3.138174319
827,3.136955096
828,3.137701773
829,3.143622184
830,3.12833238
831,3.136140276
832,3.143129324
833,3.141598018
834,3.143770221
835,3.147013523
836,3.143651181
837,3.141780386
838,3.137927962
839,3.145153352
840,3.152773662
841,3.14881104
842,3.143546098
843,3.142158137
844,3.137734111
845,3.139906214
846,3.136956023
847,3.135819014
848,3.141945341
849,3.135356275
850,3.13615451
851,3.131203543
852,3.131261931
853,3.132829457
854,3.129133952
855,3.132680257
856,3.133047487
857,3.131196342
858,3.124363261
859,3.126539374
860,3.131956847
861,3.130364576
862,3.132530652
863,3.130581207
864,3.129329564
865,3.130701846
866,3.137495627
867,3.136444062
868,3.13524352
869,3.132271939
870,3.131462115
871,3.128757192
872,3.1291322
873,3.129674386
874,3.127094079
875,3.124535094
876,3.126362659
877,3.123511939
878,3.124905367
879,3.126329918
880,3.128996412
881,3.134805476
882,3.135378009
883,3.129348255
884,3.130400827
885,3.128712098
886,3.128792486
887,3.12695432
888,3.125634015
889,3.125556105
890,3.125275906
891,3.125985286
892,3.125237191
893,3.120686603
894,3.120434128
895,3.118853991
896,3.118548824
897,3.11788041
898,3.122892413
899,3.122292375
900,3.119921646
901,3.117545359
902,3.114093773
903,3.11604404
904,3.112107037
905,3.11459168
906,3.106805956
907,3.107840914
908,3.11045252
909,3.109330374
910,3.106653192
911,3.082674143
912,3.07865194
913,3.088936434
914,3.093842223
915,3.104077242
916,3.100722029
917,3.100299996
918,3.099044677
919,3.096391291
920,3.094799141
921,3.097091103
922,3.102312075
923,3.096742919
924,3.093038556
925,3.090602039
926,3.086501673
927,3.081390654
928,3.080730998
929,3.080144137
930,3.08336617
931,3.083412371
932,3.089827268
933,3.093832067
934,3.103304864
935,3.118570474
936,3.11253362
937,3.119873659
938,3.113728538
939,3.124085024
940,3.125945372
941,3.123208328
942,3.120622752
943,3.124937982
944,3.121992539
945,3.131783866
946,3.13029677
947,3.124741633
948,3.123782297
949,3.126334999
950,3.119635025
951,3.118777301
952,3.116199102
953,3.113748645
954,3.117674996
955,3.117074708
956,3.109151672
957,3.11102692
958,3.110901091
959,3.110753848
960,3.112264108
961,3.114313261
962,3.117933606
963,3.124947597
964,3.126443175
965,3.124797567
966,3.121761245
967,3.133067664
968,3.133478122
969,3.13909814
970,3.147976596
971,3.146221438
972,3.144545129
973,3.151916558
974,3.154167821
975,3.157181701
976,3.171076396
977,3.17293282
978,3.172874754
979,3.17132597
980,3.174971115
981,3.174016768
982,3.178197713
983,3.180864779
984,3.187902576
985,3.1888449
986,3.192622258
987,3.192251781
988,3.18678432
989,3.186908882
990,3.188076637
991,3.184387798
992,3.188088308
993,3.188521483
994,3.196309017
995,3.191840754
996,3.189896739
997,3.188806238
998,3.190542449
999,3.197728425
1000,3.192862194
